coupled_FoFo_375_CCE.log @ arthur-ltf
2018-06-21T05:32:55

c0 = 3.344140e-02 (approx 0.74 wt.%)
T_C = 375.0 [oC]
total_time = 1000.0 [s]; n_time = 25400

mart: structure = bcc; E = 0.0 [J/mol]; type_D = 0 (comp.local)
      thermodynamical data: thermo/FoFo/TCFE8/375-bcc.txt
      z0 = -1.16 um; zn = -0.66 um; n = 50
aus1: structure = fcc; E = 0.0 [J/mol]; type_D = 0 (comp.local)
      thermodynamical data: thermo/FoFo/TCFE8/375-fcc.txt
      z0 = -0.66 um; zn = -0.33 um; n = 100
fer1: structure = bcc; E = 1787.5852936460433 [J/mol]; type_D = 0 (comp.local)
      thermodynamical data: thermo/FoFo/TCFE8/375-bcc.txt
      z0 = -0.33 um; zn = -0.33 um; n = 10
aus2: structure = fcc; E = 0.0 [J/mol]; type_D = 0 (comp.local)
      thermodynamical data: thermo/FoFo/TCFE8/375-fcc.txt
      z0 = -0.33 um; zn = 0.00 um; n = 100
fer2: structure = bcc; E = 1787.5852936460433 [J/mol]; type_D = 0 (comp.local)
      thermodynamical data: thermo/FoFo/TCFE8/375-bcc.txt
      z0 = 0.00 um; zn = 0.00 um; n = 10
int1: type_int = 1 (fixed.fluxes)
int2: type_int = 3 (mobile.mmode)
int4: type_int = 3 (mobile.mmode)
int4: type_int = 3 (mobile.mmode)

 3280: t=0.740, cavg*=0.97306, r_mart=1.63019, r_aus1=1.90905, r_fer1=0, r_aus2=0.0278956, r_fer2=0
 3300: t=0.750, cavg*=0.973062, r_mart=1.63019, r_aus1=1.87955, r_fer1=0, r_aus2=0.0279796, r_fer2=0
 3320: t=0.760, cavg*=0.973064, r_mart=1.63019, r_aus1=1.85061, r_fer1=0, r_aus2=0.0280629, r_fer2=0
 3340: t=0.770, cavg*=0.973066, r_mart=1.63019, r_aus1=1.82223, r_fer1=0, r_aus2=0.0281453, r_fer2=0
 3360: t=0.780, cavg*=0.973068, r_mart=1.63019, r_aus1=1.79439, r_fer1=0, r_aus2=0.0282271, r_fer2=0
 3380: t=0.790, cavg*=0.97307, r_mart=1.63019, r_aus1=1.7671, r_fer1=0, r_aus2=0.0283081, r_fer2=0
 3400: t=0.800, cavg*=0.973071, r_mart=1.63019, r_aus1=1.74035, r_fer1=0, r_aus2=0.0283884, r_fer2=0
 3420: t=0.810, cavg*=0.973072, r_mart=1.63019, r_aus1=1.71413, r_fer1=0, r_aus2=0.028468, r_fer2=0
 3440: t=0.820, cavg*=0.973073, r_mart=1.63019, r_aus1=1.68842, r_fer1=0, r_aus2=0.028547, r_fer2=0
 3460: t=0.830, cavg*=0.973074, r_mart=1.63019, r_aus1=1.66323, r_fer1=0, r_aus2=0.0286252, r_fer2=0
 3480: t=0.840, cavg*=0.973075, r_mart=1.63019, r_aus1=1.63855, r_fer1=0, r_aus2=0.0287026, r_fer2=0
 3500: t=0.850, cavg*=0.973075, r_mart=1.63019, r_aus1=1.61436, r_fer1=0, r_aus2=0.0287793, r_fer2=0
 3520: t=0.860, cavg*=0.973075, r_mart=1.63019, r_aus1=1.59066, r_fer1=0, r_aus2=0.0288554, r_fer2=0
 3540: t=0.870, cavg*=0.973074, r_mart=1.63019, r_aus1=1.56744, r_fer1=0, r_aus2=0.0289309, r_fer2=0
 3560: t=0.880, cavg*=0.973074, r_mart=1.63019, r_aus1=1.54469, r_fer1=0, r_aus2=0.0290058, r_fer2=0
 3580: t=0.890, cavg*=0.973073, r_mart=1.63019, r_aus1=1.52241, r_fer1=0, r_aus2=0.0290801, r_fer2=0
 3600: t=0.900, cavg*=0.973072, r_mart=1.63019, r_aus1=1.50058, r_fer1=0, r_aus2=0.0291539, r_fer2=0
 3620: t=0.910, cavg*=0.97307, r_mart=1.63019, r_aus1=1.4792, r_fer1=0, r_aus2=0.0292271, r_fer2=0
 3640: t=0.920, cavg*=0.973069, r_mart=1.63019, r_aus1=1.45826, r_fer1=0, r_aus2=0.0292997, r_fer2=0
 3660: t=0.930, cavg*=0.973067, r_mart=1.63019, r_aus1=1.43775, r_fer1=0, r_aus2=0.0293719, r_fer2=0
 3680: t=0.940, cavg*=0.973065, r_mart=1.63019, r_aus1=1.41766, r_fer1=0, r_aus2=0.0294435, r_fer2=0
 3700: t=0.950, cavg*=0.973062, r_mart=1.63019, r_aus1=1.39799, r_fer1=0, r_aus2=0.0295146, r_fer2=0
 3720: t=0.960, cavg*=0.97306, r_mart=1.63019, r_aus1=1.37872, r_fer1=0, r_aus2=0.0295852, r_fer2=0
 3740: t=0.970, cavg*=0.973057, r_mart=1.63019, r_aus1=1.35985, r_fer1=0, r_aus2=0.0296554, r_fer2=0
 3760: t=0.980, cavg*=0.973054, r_mart=1.63019, r_aus1=1.34136, r_fer1=0, r_aus2=0.029725, r_fer2=0
 3780: t=0.990, cavg*=0.973051, r_mart=1.63019, r_aus1=1.32326, r_fer1=0, r_aus2=0.0297942, r_fer2=0
 3800: t=1.000, cavg*=0.973047, r_mart=1.63019, r_aus1=1.30553, r_fer1=0, r_aus2=0.029863, r_fer2=0
 3820: t=1.100, cavg*=0.974321, r_mart=16.3019, r_aus1=12.2452, r_fer1=0, r_aus2=0.304319, r_fer2=0
 3840: t=1.200, cavg*=0.975788, r_mart=16.3019, r_aus1=11.2293, r_fer1=0, r_aus2=0.310488, r_fer2=0
 3860: t=1.300, cavg*=0.97714, r_mart=16.3019, r_aus1=10.2837, r_fer1=0, r_aus2=0.316435, r_fer2=0
 3880: t=1.400, cavg*=0.978327, r_mart=16.3019, r_aus1=9.44255, r_fer1=0, r_aus2=0.322156, r_fer2=0
 3900: t=1.500, cavg*=0.979351, r_mart=16.3019, r_aus1=8.70672, r_fer1=0, r_aus2=0.327669, r_fer2=0
 3920: t=1.600, cavg*=0.980226, r_mart=16.3019, r_aus1=8.06704, r_fer1=0, r_aus2=0.332997, r_fer2=0
 3940: t=1.700, cavg*=0.980972, r_mart=16.3019, r_aus1=7.51158, r_fer1=0, r_aus2=0.338158, r_fer2=0
 3960: t=1.800, cavg*=0.981608, r_mart=16.3019, r_aus1=7.02844, r_fer1=0, r_aus2=0.343171, r_fer2=0
 3980: t=1.900, cavg*=0.982151, r_mart=16.3019, r_aus1=6.60679, r_fer1=0, r_aus2=0.34805, r_fer2=0
 4000: t=2.000, cavg*=0.982616, r_mart=16.3019, r_aus1=6.23719, r_fer1=0, r_aus2=0.35281, r_fer2=0
 4020: t=2.100, cavg*=0.983015, r_mart=16.3019, r_aus1=5.91166, r_fer1=0, r_aus2=0.357463, r_fer2=0
 4040: t=2.200, cavg*=0.98336, r_mart=16.3019, r_aus1=5.62345, r_fer1=0, r_aus2=0.362014, r_fer2=0
 4060: t=2.300, cavg*=0.983658, r_mart=16.3019, r_aus1=5.36695, r_fer1=0, r_aus2=0.366468, r_fer2=0
 4080: t=2.400, cavg*=0.983917, r_mart=16.3019, r_aus1=5.1375, r_fer1=0, r_aus2=0.370841, r_fer2=0
 4100: t=2.500, cavg*=0.984143, r_mart=16.3019, r_aus1=4.93122, r_fer1=0, r_aus2=0.375139, r_fer2=0
 4120: t=2.600, cavg*=0.98434, r_mart=16.3019, r_aus1=4.74488, r_fer1=0, r_aus2=0.379369, r_fer2=0
 4140: t=2.700, cavg*=0.984513, r_mart=16.3019, r_aus1=4.57578, r_fer1=0, r_aus2=0.383538, r_fer2=0
 4160: t=2.800, cavg*=0.984665, r_mart=16.3019, r_aus1=4.42167, r_fer1=0, r_aus2=0.387649, r_fer2=0
 4180: t=2.900, cavg*=0.984799, r_mart=16.3019, r_aus1=4.28064, r_fer1=0, r_aus2=0.391708, r_fer2=0
 4200: t=3.000, cavg*=0.984917, r_mart=16.3019, r_aus1=4.15111, r_fer1=0, r_aus2=0.395718, r_fer2=0
 4220: t=3.100, cavg*=0.98502, r_mart=16.3019, r_aus1=4.0317, r_fer1=0, r_aus2=0.399685, r_fer2=0
 4240: t=3.200, cavg*=0.985112, r_mart=16.3019, r_aus1=3.92127, r_fer1=0, r_aus2=0.403609, r_fer2=0
 4260: t=3.300, cavg*=0.985193, r_mart=16.3019, r_aus1=3.81881, r_fer1=0, r_aus2=0.407496, r_fer2=0
 4280: t=3.400, cavg*=0.985265, r_mart=16.3019, r_aus1=3.72349, r_fer1=0, r_aus2=0.411349, r_fer2=0
 4300: t=3.500, cavg*=0.985328, r_mart=16.3019, r_aus1=3.63454, r_fer1=0, r_aus2=0.415169, r_fer2=0
 4320: t=3.600, cavg*=0.985384, r_mart=16.3019, r_aus1=3.55134, r_fer1=0, r_aus2=0.418961, r_fer2=0
 4340: t=3.700, cavg*=0.985434, r_mart=16.3019, r_aus1=3.47331, r_fer1=0, r_aus2=0.422727, r_fer2=0
 4360: t=3.800, cavg*=0.985479, r_mart=16.3019, r_aus1=3.39995, r_fer1=0, r_aus2=0.426471, r_fer2=0
 4380: t=3.900, cavg*=0.985519, r_mart=16.3019, r_aus1=3.33081, r_fer1=0, r_aus2=0.430196, r_fer2=0
 4400: t=4.000, cavg*=0.985555, r_mart=16.3019, r_aus1=3.26548, r_fer1=0, r_aus2=0.433905, r_fer2=0
 4420: t=4.100, cavg*=0.985588, r_mart=16.3019, r_aus1=3.20358, r_fer1=0, r_aus2=0.437601, r_fer2=0
 4440: t=4.200, cavg*=0.985619, r_mart=16.3019, r_aus1=3.14479, r_fer1=0, r_aus2=0.441281, r_fer2=0
 4460: t=4.300, cavg*=0.985647, r_mart=16.3019, r_aus1=3.08878, r_fer1=0, r_aus2=0.444952, r_fer2=0
 4480: t=4.400, cavg*=0.985673, r_mart=16.3019, r_aus1=3.03529, r_fer1=0, r_aus2=0.448617, r_fer2=0
 4500: t=4.500, cavg*=0.985698, r_mart=16.3019, r_aus1=2.98404, r_fer1=0, r_aus2=0.452278, r_fer2=0
 4520: t=4.600, cavg*=0.985723, r_mart=16.3019, r_aus1=2.93481, r_fer1=0, r_aus2=0.455936, r_fer2=0
 4540: t=4.700, cavg*=0.985746, r_mart=16.3019, r_aus1=2.88739, r_fer1=0, r_aus2=0.459591, r_fer2=0
 4560: t=4.800, cavg*=0.985769, r_mart=16.3019, r_aus1=2.84161, r_fer1=0, r_aus2=0.463242, r_fer2=0
 4580: t=4.900, cavg*=0.985791, r_mart=16.3019, r_aus1=2.79731, r_fer1=0, r_aus2=0.466886, r_fer2=0
 4600: t=5.000, cavg*=0.985813, r_mart=16.3019, r_aus1=2.75436, r_fer1=0, r_aus2=0.470524, r_fer2=0
 4620: t=5.100, cavg*=0.985834, r_mart=16.3019, r_aus1=2.71266, r_fer1=0, r_aus2=0.474153, r_fer2=0
 4640: t=5.200, cavg*=0.985855, r_mart=16.3019, r_aus1=2.67212, r_fer1=0, r_aus2=0.477771, r_fer2=0
 4660: t=5.300, cavg*=0.985875, r_mart=16.3019, r_aus1=2.63268, r_fer1=0, r_aus2=0.481377, r_fer2=0
 4680: t=5.400, cavg*=0.985894, r_mart=16.3019, r_aus1=2.59428, r_fer1=0, r_aus2=0.484968, r_fer2=0
 4700: t=5.500, cavg*=0.985911, r_mart=16.3019, r_aus1=2.55687, r_fer1=0, r_aus2=0.488544, r_fer2=0
 4720: t=5.600, cavg*=0.985928, r_mart=16.3019, r_aus1=2.52041, r_fer1=0, r_aus2=0.492104, r_fer2=0
 4740: t=5.700, cavg*=0.985943, r_mart=16.3019, r_aus1=2.48489, r_fer1=0, r_aus2=0.49565, r_fer2=0
 4760: t=5.800, cavg*=0.985957, r_mart=16.3019, r_aus1=2.45027, r_fer1=0, r_aus2=0.499179, r_fer2=0
 4780: t=5.900, cavg*=0.985969, r_mart=16.3019, r_aus1=2.41654, r_fer1=0, r_aus2=0.502694, r_fer2=0
 4800: t=6.000, cavg*=0.98598, r_mart=16.3019, r_aus1=2.38367, r_fer1=0, r_aus2=0.506193, r_fer2=0
 4820: t=6.100, cavg*=0.985989, r_mart=16.3019, r_aus1=2.35165, r_fer1=0, r_aus2=0.509678, r_fer2=0
 4840: t=6.200, cavg*=0.985997, r_mart=16.3019, r_aus1=2.32046, r_fer1=0, r_aus2=0.513148, r_fer2=0
 4860: t=6.300, cavg*=0.986004, r_mart=16.3019, r_aus1=2.29007, r_fer1=0, r_aus2=0.516606, r_fer2=0
 4880: t=6.400, cavg*=0.986009, r_mart=16.3019, r_aus1=2.26048, r_fer1=0, r_aus2=0.520051, r_fer2=0
 4900: t=6.500, cavg*=0.986013, r_mart=16.3019, r_aus1=2.23167, r_fer1=0, r_aus2=0.523484, r_fer2=0
 4920: t=6.600, cavg*=0.986016, r_mart=16.3019, r_aus1=2.20361, r_fer1=0, r_aus2=0.526907, r_fer2=0
 4940: t=6.700, cavg*=0.986017, r_mart=16.3019, r_aus1=2.17629, r_fer1=0, r_aus2=0.530321, r_fer2=0
 4960: t=6.800, cavg*=0.986017, r_mart=16.3019, r_aus1=2.14969, r_fer1=0, r_aus2=0.533725, r_fer2=0
 4980: t=6.900, cavg*=0.986017, r_mart=16.3019, r_aus1=2.12379, r_fer1=0, r_aus2=0.53712, r_fer2=0
 5000: t=7.000, cavg*=0.986015, r_mart=16.3019, r_aus1=2.09857, r_fer1=0, r_aus2=0.540508, r_fer2=0
 5020: t=7.100, cavg*=0.986012, r_mart=16.3019, r_aus1=2.07402, r_fer1=0, r_aus2=0.543889, r_fer2=0
 5040: t=7.200, cavg*=0.986008, r_mart=16.3019, r_aus1=2.0501, r_fer1=0, r_aus2=0.547264, r_fer2=0
 5060: t=7.300, cavg*=0.986004, r_mart=16.3019, r_aus1=2.02681, r_fer1=0, r_aus2=0.550633, r_fer2=0
 5080: t=7.400, cavg*=0.985998, r_mart=16.3019, r_aus1=2.00413, r_fer1=0, r_aus2=0.553997, r_fer2=0
 5100: t=7.500, cavg*=0.985992, r_mart=16.3019, r_aus1=1.98203, r_fer1=0, r_aus2=0.557357, r_fer2=0
 5120: t=7.600, cavg*=0.985986, r_mart=16.3019, r_aus1=1.9605, r_fer1=0, r_aus2=0.560713, r_fer2=0
 5140: t=7.700, cavg*=0.985978, r_mart=16.3019, r_aus1=1.93951, r_fer1=0, r_aus2=0.564066, r_fer2=0
 5160: t=7.800, cavg*=0.98597, r_mart=16.3019, r_aus1=1.91906, r_fer1=0, r_aus2=0.567416, r_fer2=0
 5180: t=7.900, cavg*=0.985962, r_mart=16.3019, r_aus1=1.89912, r_fer1=0, r_aus2=0.570763, r_fer2=0
 5200: t=8.000, cavg*=0.985953, r_mart=16.3019, r_aus1=1.87967, r_fer1=0, r_aus2=0.574109, r_fer2=0
 5220: t=8.100, cavg*=0.985943, r_mart=16.3019, r_aus1=1.8607, r_fer1=0, r_aus2=0.577454, r_fer2=0
 5240: t=8.200, cavg*=0.985933, r_mart=16.3019, r_aus1=1.84219, r_fer1=0, r_aus2=0.580797, r_fer2=0
 5260: t=8.300, cavg*=0.985923, r_mart=16.3019, r_aus1=1.82412, r_fer1=0, r_aus2=0.58414, r_fer2=0
 5280: t=8.400, cavg*=0.985912, r_mart=16.3019, r_aus1=1.80649, r_fer1=0, r_aus2=0.587483, r_fer2=0
 5300: t=8.500, cavg*=0.985901, r_mart=16.3019, r_aus1=1.78927, r_fer1=0, r_aus2=0.590826, r_fer2=0
 5320: t=8.600, cavg*=0.98589, r_mart=16.3019, r_aus1=1.77245, r_fer1=0, r_aus2=0.59417, r_fer2=0
 5340: t=8.700, cavg*=0.985878, r_mart=16.3019, r_aus1=1.75602, r_fer1=0, r_aus2=0.597515, r_fer2=0
 5360: t=8.800, cavg*=0.985866, r_mart=16.3019, r_aus1=1.73996, r_fer1=0, r_aus2=0.600861, r_fer2=0
 5380: t=8.900, cavg*=0.985854, r_mart=16.3019, r_aus1=1.72427, r_fer1=0, r_aus2=0.604209, r_fer2=0
 5400: t=9.000, cavg*=0.985842, r_mart=16.3019, r_aus1=1.70892, r_fer1=0, r_aus2=0.607558, r_fer2=0
 5420: t=9.100, cavg*=0.985829, r_mart=16.3019, r_aus1=1.6939, r_fer1=0, r_aus2=0.61091, r_fer2=0
 5440: t=9.200, cavg*=0.985816, r_mart=16.3019, r_aus1=1.67921, r_fer1=0, r_aus2=0.614264, r_fer2=0
 5460: t=9.300, cavg*=0.985803, r_mart=16.3019, r_aus1=1.66483, r_fer1=0, r_aus2=0.617622, r_fer2=0
 5480: t=9.400, cavg*=0.98579, r_mart=16.3019, r_aus1=1.65076, r_fer1=0, r_aus2=0.620982, r_fer2=0
 5500: t=9.500, cavg*=0.985777, r_mart=16.3019, r_aus1=1.63698, r_fer1=0, r_aus2=0.624345, r_fer2=0
 5520: t=9.600, cavg*=0.985764, r_mart=16.3019, r_aus1=1.62348, r_fer1=0, r_aus2=0.627712, r_fer2=0
 5540: t=9.700, cavg*=0.985751, r_mart=16.3019, r_aus1=1.61025, r_fer1=0, r_aus2=0.631083, r_fer2=0
 5560: t=9.800, cavg*=0.985737, r_mart=16.3019, r_aus1=1.59729, r_fer1=0, r_aus2=0.634458, r_fer2=0
 5580: t=9.900, cavg*=0.985724, r_mart=16.3019, r_aus1=1.58458, r_fer1=0, r_aus2=0.637837, r_fer2=0
 5600: t=10.000, cavg*=0.98571, r_mart=16.3019, r_aus1=1.57212, r_fer1=0, r_aus2=0.641221, r_fer2=0
 5620: t=11.000, cavg*=0.985616, r_mart=163.019, r_aus1=15.0609, r_fer1=0, r_aus2=6.72571, r_fer2=0
 5640: t=12.000, cavg*=0.985601, r_mart=163.019, r_aus1=14.3122, r_fer1=0, r_aus2=7.09122, r_fer2=0
 5660: t=13.000, cavg*=0.985611, r_mart=163.019, r_aus1=13.6095, r_fer1=0, r_aus2=7.47074, r_fer2=0
 5680: t=14.000, cavg*=0.985618, r_mart=163.019, r_aus1=12.9638, r_fer1=0, r_aus2=7.86381, r_fer2=0
 5700: t=15.000, cavg*=0.985615, r_mart=163.019, r_aus1=12.3737, r_fer1=0, r_aus2=8.27062, r_fer2=0
 5720: t=16.000, cavg*=0.9856, r_mart=163.019, r_aus1=11.8343, r_fer1=0, r_aus2=8.69071, r_fer2=0
 5740: t=17.000, cavg*=0.985577, r_mart=163.019, r_aus1=11.3406, r_fer1=0, r_aus2=9.12247, r_fer2=0
 5760: t=18.000, cavg*=0.98555, r_mart=163.019, r_aus1=10.8876, r_fer1=0, r_aus2=9.56274, r_fer2=0
 5780: t=19.000, cavg*=0.985526, r_mart=163.019, r_aus1=10.471, r_fer1=0, r_aus2=10.0067, r_fer2=0
 5800: t=20.000, cavg*=0.985511, r_mart=163.019, r_aus1=10.0866, r_fer1=0, r_aus2=10.448, r_fer2=0
 5820: t=21.000, cavg*=0.985511, r_mart=163.019, r_aus1=9.7313, r_fer1=0, r_aus2=10.8792, r_fer2=0
 5840: t=22.000, cavg*=0.985531, r_mart=163.019, r_aus1=9.40187, r_fer1=0, r_aus2=11.2926, r_fer2=0
 5860: t=23.000, cavg*=0.985573, r_mart=163.019, r_aus1=9.0958, r_fer1=0, r_aus2=11.6807, r_fer2=0
 5880: t=24.000, cavg*=0.985637, r_mart=163.019, r_aus1=8.81074, r_fer1=0, r_aus2=12.0373, r_fer2=0
 5900: t=25.000, cavg*=0.985725, r_mart=163.019, r_aus1=8.54473, r_fer1=0, r_aus2=12.3575, r_fer2=0
 5920: t=26.000, cavg*=0.985832, r_mart=163.019, r_aus1=8.29597, r_fer1=0, r_aus2=12.6393, r_fer2=0
 5940: t=27.000, cavg*=0.985955, r_mart=163.019, r_aus1=8.06294, r_fer1=0, r_aus2=12.8826, r_fer2=0
 5960: t=28.000, cavg*=0.986092, r_mart=163.019, r_aus1=7.84424, r_fer1=0, r_aus2=13.0889, r_fer2=0
 5980: t=29.000, cavg*=0.986238, r_mart=163.019, r_aus1=7.63865, r_fer1=0, r_aus2=13.261, r_fer2=0
 6000: t=30.000, cavg*=0.986391, r_mart=163.019, r_aus1=7.4451, r_fer1=0, r_aus2=13.4024, r_fer2=0
 6020: t=31.000, cavg*=0.986548, r_mart=163.019, r_aus1=7.26259, r_fer1=0, r_aus2=13.517, r_fer2=0
 6040: t=32.000, cavg*=0.986707, r_mart=163.019, r_aus1=7.09026, r_fer1=0, r_aus2=13.6088, r_fer2=0
 6060: t=33.000, cavg*=0.986866, r_mart=163.019, r_aus1=6.92732, r_fer1=0, r_aus2=13.6812, r_fer2=0
 6080: t=34.000, cavg*=0.987024, r_mart=163.019, r_aus1=6.77303, r_fer1=0, r_aus2=13.7378, r_fer2=0
 6100: t=35.000, cavg*=0.98718, r_mart=163.019, r_aus1=6.62678, r_fer1=0, r_aus2=13.7814, r_fer2=0
 6120: t=36.000, cavg*=0.987333, r_mart=163.019, r_aus1=6.48797, r_fer1=0, r_aus2=13.8145, r_fer2=0
 6140: t=37.000, cavg*=0.987482, r_mart=163.019, r_aus1=6.35607, r_fer1=0, r_aus2=13.8391, r_fer2=0
 6160: t=38.000, cavg*=0.987628, r_mart=163.019, r_aus1=6.2306, r_fer1=0, r_aus2=13.8569, r_fer2=0
 6180: t=39.000, cavg*=0.987769, r_mart=163.019, r_aus1=6.11113, r_fer1=0, r_aus2=13.8694, r_fer2=0
 6200: t=40.000, cavg*=0.987907, r_mart=163.019, r_aus1=5.99723, r_fer1=0, r_aus2=13.8776, r_fer2=0
 6220: t=41.000, cavg*=0.98804, r_mart=163.019, r_aus1=5.88855, r_fer1=0, r_aus2=13.8825, r_fer2=0
 6240: t=42.000, cavg*=0.988168, r_mart=163.019, r_aus1=5.78477, r_fer1=0, r_aus2=13.8848, r_fer2=0
 6260: t=43.000, cavg*=0.988293, r_mart=163.019, r_aus1=5.68554, r_fer1=0, r_aus2=13.885, r_fer2=0
 6280: t=44.000, cavg*=0.988413, r_mart=163.019, r_aus1=5.59059, r_fer1=0, r_aus2=13.8836, r_fer2=0
 6300: t=45.000, cavg*=0.988529, r_mart=163.019, r_aus1=5.49967, r_fer1=0, r_aus2=13.881, r_fer2=0
 6320: t=46.000, cavg*=0.988642, r_mart=163.019, r_aus1=5.41254, r_fer1=0, r_aus2=13.8774, r_fer2=0
 6340: t=47.000, cavg*=0.98875, r_mart=163.019, r_aus1=5.32896, r_fer1=0, r_aus2=13.873, r_fer2=0
 6360: t=48.000, cavg*=0.988855, r_mart=163.019, r_aus1=5.24872, r_fer1=0, r_aus2=13.8681, r_fer2=0
 6380: t=49.000, cavg*=0.988957, r_mart=163.019, r_aus1=5.17165, r_fer1=0, r_aus2=13.8628, r_fer2=0
 6400: t=50.000, cavg*=0.989055, r_mart=163.019, r_aus1=5.09756, r_fer1=0, r_aus2=13.8572, r_fer2=0
 6420: t=51.000, cavg*=0.98915, r_mart=163.019, r_aus1=5.02629, r_fer1=0, r_aus2=13.8513, r_fer2=0
 6440: t=52.000, cavg*=0.989242, r_mart=163.019, r_aus1=4.95769, r_fer1=0, r_aus2=13.8453, r_fer2=0
 6460: t=53.000, cavg*=0.989331, r_mart=163.019, r_aus1=4.89161, r_fer1=0, r_aus2=13.8391, r_fer2=0
 6480: t=54.000, cavg*=0.989417, r_mart=163.019, r_aus1=4.82791, r_fer1=0, r_aus2=13.8329, r_fer2=0
 6500: t=55.000, cavg*=0.9895, r_mart=163.019, r_aus1=4.76651, r_fer1=0, r_aus2=13.8266, r_fer2=0
 6520: t=56.000, cavg*=0.989581, r_mart=163.019, r_aus1=4.70725, r_fer1=0, r_aus2=13.8203, r_fer2=0
 6540: t=57.000, cavg*=0.989659, r_mart=163.019, r_aus1=4.65004, r_fer1=0, r_aus2=13.814, r_fer2=0
 6560: t=58.000, cavg*=0.989735, r_mart=163.019, r_aus1=4.59477, r_fer1=0, r_aus2=13.8078, r_fer2=0
 6580: t=59.000, cavg*=0.989809, r_mart=163.019, r_aus1=4.54135, r_fer1=0, r_aus2=13.8015, r_fer2=0
 6600: t=60.000, cavg*=0.989881, r_mart=163.019, r_aus1=4.4897, r_fer1=0, r_aus2=13.7952, r_fer2=0
 6620: t=61.000, cavg*=0.98995, r_mart=163.019, r_aus1=4.43974, r_fer1=0, r_aus2=13.789, r_fer2=0
 6640: t=62.000, cavg*=0.990018, r_mart=163.019, r_aus1=4.39137, r_fer1=0, r_aus2=13.7829, r_fer2=0
 6660: t=63.000, cavg*=0.990084, r_mart=163.019, r_aus1=4.34454, r_fer1=0, r_aus2=13.7767, r_fer2=0
 6680: t=64.000, cavg*=0.990148, r_mart=163.019, r_aus1=4.29916, r_fer1=0, r_aus2=13.7707, r_fer2=0
 6700: t=65.000, cavg*=0.99021, r_mart=163.019, r_aus1=4.25519, r_fer1=0, r_aus2=13.7646, r_fer2=0
 6720: t=66.000, cavg*=0.99027, r_mart=163.019, r_aus1=4.21255, r_fer1=0, r_aus2=13.7587, r_fer2=0
 6740: t=67.000, cavg*=0.990329, r_mart=163.019, r_aus1=4.17119, r_fer1=0, r_aus2=13.7527, r_fer2=0
 6760: t=68.000, cavg*=0.990386, r_mart=163.019, r_aus1=4.13106, r_fer1=0, r_aus2=13.7469, r_fer2=0
 6780: t=69.000, cavg*=0.990442, r_mart=163.019, r_aus1=4.0921, r_fer1=0, r_aus2=13.741, r_fer2=0
 6800: t=70.000, cavg*=0.990496, r_mart=163.019, r_aus1=4.05426, r_fer1=0, r_aus2=13.7352, r_fer2=0
 6820: t=71.000, cavg*=0.990549, r_mart=163.019, r_aus1=4.0175, r_fer1=0, r_aus2=13.7295, r_fer2=0
 6840: t=72.000, cavg*=0.990601, r_mart=163.019, r_aus1=3.98178, r_fer1=0, r_aus2=13.7238, r_fer2=0
 6860: t=73.000, cavg*=0.990651, r_mart=163.019, r_aus1=3.94705, r_fer1=0, r_aus2=13.7182, r_fer2=0
 6880: t=74.000, cavg*=0.9907, r_mart=163.019, r_aus1=3.91328, r_fer1=0, r_aus2=13.7126, r_fer2=0
 6900: t=75.000, cavg*=0.990748, r_mart=163.019, r_aus1=3.88043, r_fer1=0, r_aus2=13.7071, r_fer2=0
 6920: t=76.000, cavg*=0.990795, r_mart=163.019, r_aus1=3.84846, r_fer1=0, r_aus2=13.7016, r_fer2=0
 6940: t=77.000, cavg*=0.990841, r_mart=163.019, r_aus1=3.81734, r_fer1=0, r_aus2=13.6962, r_fer2=0
 6960: t=78.000, cavg*=0.990885, r_mart=163.019, r_aus1=3.78704, r_fer1=0, r_aus2=13.6908, r_fer2=0
 6980: t=79.000, cavg*=0.990929, r_mart=163.019, r_aus1=3.75752, r_fer1=0, r_aus2=13.6854, r_fer2=0
 7000: t=80.000, cavg*=0.990971, r_mart=163.019, r_aus1=3.72876, r_fer1=0, r_aus2=13.6801, r_fer2=0
 7020: t=81.000, cavg*=0.991013, r_mart=163.019, r_aus1=3.70074, r_fer1=0, r_aus2=13.6749, r_fer2=0
 7040: t=82.000, cavg*=0.991054, r_mart=163.019, r_aus1=3.67343, r_fer1=0, r_aus2=13.6696, r_fer2=0
 7060: t=83.000, cavg*=0.991093, r_mart=163.019, r_aus1=3.6468, r_fer1=0, r_aus2=13.6645, r_fer2=0
 7080: t=84.000, cavg*=0.991132, r_mart=163.019, r_aus1=3.62082, r_fer1=0, r_aus2=13.6593, r_fer2=0
 7100: t=85.000, cavg*=0.99117, r_mart=163.019, r_aus1=3.59547, r_fer1=0, r_aus2=13.6542, r_fer2=0
 7120: t=86.000, cavg*=0.991207, r_mart=163.019, r_aus1=3.57074, r_fer1=0, r_aus2=13.6492, r_fer2=0
 7140: t=87.000, cavg*=0.991244, r_mart=163.019, r_aus1=3.5466, r_fer1=0, r_aus2=13.6442, r_fer2=0
 7160: t=88.000, cavg*=0.991279, r_mart=163.019, r_aus1=3.52303, r_fer1=0, r_aus2=13.6392, r_fer2=0
 7180: t=89.000, cavg*=0.991314, r_mart=163.019, r_aus1=3.50002, r_fer1=0, r_aus2=13.6343, r_fer2=0
